Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Addiscombe,51.381621885559,-0.068682165650808,Ashburton Park,51.38542811293035,-0.06540298461914062,Park
Addiscombe,51.381621885559,-0.068682165650808,Sainsbury's Local,51.3807664,-0.0718218,Grocery Store
Addiscombe,51.381621885559,-0.068682165650808,KFC,51.380105,-0.07357,Fast Food Restaurant
Addiscombe,51.381621885559,-0.068682165650808,Zafran,51.382393801547096,-0.06794891819231727,Indian Restaurant
Addiscombe,51.381621885559,-0.068682165650808,Bingham park,51.37971402385822,-0.06878141934625004,Park
Addiscombe,51.381621885559,-0.068682165650808,Addiscombe London Tramlink Stop,51.379772007307615,-0.07324115424277482,Tram Station
Addiscombe,51.381621885559,-0.068682165650808,Tesco Express,51.381669016890854,-0.06217079327157345,Grocery Store
Addiscombe,51.381621885559,-0.068682165650808,Coughlans Bakery,51.380100680571324,-0.07320068809233497,Bakery
Addiscombe,51.381621885559,-0.068682165650808,Claret & Ale,51.380007373423545,-0.07377396182731018,Pub
Addiscombe,51.381621885559,-0.068682165650808,Blackhorse Lane London Tramlink Stop,51.384895375884376,-0.0703078623609795,Tram Station
Addiscombe,51.381621885559,-0.068682165650808,Addiscombe Recreation Ground,51.37792169146046,-0.07079422473907471,Park
Addiscombe,51.381621885559,-0.068682165650808,Brothers,51.379690251281524,-0.07434738184937484,Fast Food Restaurant
Albany Park,51.434925966837,0.12492137518833,Co-op Food,51.43590440809241,0.12565949325410664,Grocery Store
Albany Park,51.434925966837,0.12492137518833,Albany Park Railway Station (AYP),51.435383729430974,0.1259136199951172,Train Station
Albany Park,51.434925966837,0.12492137518833,Ruchi,51.435973,0.126779,Indian Restaurant
Albany Park,51.434925966837,0.12492137518833,The Albany Public House,51.4360769918626,0.12623744702546977,Pub
Aldborough Hatch,51.585577492045,0.098742119839992,Miller & Carter,51.58534957937598,0.10260958256581476,Steakhouse
Aldgate,51.51488143102,-0.078904677469267,1Rebel,51.51556902561045,-0.08003982008326857,Gym / Fitness Center
Aldgate,51.51488143102,-0.078904677469267,The Association,51.513732512603596,-0.0791316925995283,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,SUSHISAMBA,51.51615630221785,-0.08116868702927604,Sushi Restaurant
Aldgate,51.51488143102,-0.078904677469267,Duck & Waffle,51.516108085718514,-0.08092590729047038,Cocktail Bar
Aldgate,51.51488143102,-0.078904677469267,Swingers - The Crazy Golf Club,51.51420157362574,-0.08038336701107841,Mini Golf
Aldgate,51.51488143102,-0.078904677469267,Katsu Wrap,51.515882835396425,-0.0778485809876564,Food Truck
Aldgate,51.51488143102,-0.078904677469267,The Alchemist,51.51513452901846,-0.07960858854147775,Cocktail Bar
Aldgate,51.51488143102,-0.078904677469267,Farmer J,51.513605,-0.080783,Salad Place
Aldgate,51.51488143102,-0.078904677469267,Dorsett City London,51.514035933296014,-0.07581156452943104,Hotel
Aldgate,51.51488143102,-0.078904677469267,Benk + Bo,51.515731,-0.075875,Bakery
Aldgate,51.51488143102,-0.078904677469267,Planet Organic,51.51682682050462,-0.0786356082195597,Organic Grocery
Aldgate,51.51488143102,-0.078904677469267,KERB Gherkin,51.51480339520803,-0.08064315740733644,Street Food Gathering
Aldgate,51.51488143102,-0.078904677469267,Tifinbox,51.51634524607388,-0.07719514759508633,Indian Restaurant
Aldgate,51.51488143102,-0.078904677469267,Three Uncles,51.516792,-0.080168,Cantonese Restaurant
Aldgate,51.51488143102,-0.078904677469267,Devonshire Club,51.51635056243247,-0.07784831056051189,Hotel
Aldgate,51.51488143102,-0.078904677469267,Discount Suit Company,51.516705,-0.07550586,Cocktail Bar
Aldgate,51.51488143102,-0.078904677469267,HELIX Restaurant,51.514487831810285,-0.08036044975007965,Restaurant
Aldgate,51.51488143102,-0.078904677469267,The Japanese Canteen,51.513775,-0.079079,Japanese Restaurant
Aldgate,51.51488143102,-0.078904677469267,The Gherkin,51.514458,-0.08023828,English Restaurant
Aldgate,51.51488143102,-0.078904677469267,My Old Place,51.516827249973375,-0.07693207663488379,Szechuan Restaurant
Aldgate,51.51488143102,-0.078904677469267,Walter And Monty,51.514729,-0.079948,Salad Place
Aldgate,51.51488143102,-0.078904677469267,The Ivy City Garden,51.516493529502554,-0.08159987555896221,English Restaurant
Aldgate,51.51488143102,-0.078904677469267,Pizza Union,51.51769924196798,-0.07741630443960977,Pizza Place
Aldgate,51.51488143102,-0.078904677469267,Devonshire Square,51.51686663289739,-0.07863534498089295,Plaza
Aldgate,51.51488143102,-0.078904677469267,Assenheims 56,51.51622769896436,-0.08245797628094173,South American Restaurant
Aldgate,51.51488143102,-0.078904677469267,Notes Coffee Roaster & Wine Bar,51.5146434225322,-0.0806714225142771,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,Hotel Indigo,51.5127396,-0.0759204,Hotel
Aldgate,51.51488143102,-0.078904677469267,Fazenda,51.516169,-0.077414,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,Andaz London Liverpool Street - a concept by Hyatt,51.517212518524346,-0.08164485014121342,Hotel
Aldgate,51.51488143102,-0.078904677469267,1n1 Fashion Pizza,51.516037,-0.075865276,Pizza Place
Aldgate,51.51488143102,-0.078904677469267,City Social,51.51511903438918,-0.08341495048569977,Restaurant
Aldgate,51.51488143102,-0.078904677469267,The Garden at 120,51.512101155839204,-0.08079886436462401,Garden
Aldgate,51.51488143102,-0.078904677469267,Kastner & Ovens,51.517913,-0.076465,Café
Aldgate,51.51488143102,-0.078904677469267,Honest Burgers,51.51801125179085,-0.07803758602824473,Burger Joint
Aldgate,51.51488143102,-0.078904677469267,Hohaki,51.51619149876008,-0.07619522718899924,Vietnamese Restaurant
Aldgate,51.51488143102,-0.078904677469267,New Street Wine,51.51733492613963,-0.07985713737762218,Wine Shop
Aldgate,51.51488143102,-0.078904677469267,Mattarello,51.51551833497089,-0.07543409709871418,Italian Restaurant
Aldgate,51.51488143102,-0.078904677469267,Ottolenghi,51.51827179652063,-0.07717729864282495,Mediterranean Restaurant
Aldgate,51.51488143102,-0.078904677469267,The Craft Beer Co.,51.513859979805055,-0.07849661112357201,Beer Bar
Aldgate,51.51488143102,-0.078904677469267,Black Sheep Coffee,51.51399012605527,-0.07545866603170544,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,The Breakfast Club,51.518386,-0.078784,Breakfast Spot
Aldgate,51.51488143102,-0.078904677469267,Eataly,51.517693,-0.081183,Market
Aldgate,51.51488143102,-0.078904677469267,The Mayor of Scaredy Cat Town,51.518523925994096,-0.07888216290448638,Speakeasy
Aldgate,51.51488143102,-0.078904677469267,Haz,51.51602223003937,-0.0785640044703027,Middle Eastern Restaurant
Aldgate,51.51488143102,-0.078904677469267,Leadenhall Market,51.51274548988406,-0.08352398872375488,Market
Aldgate,51.51488143102,-0.078904677469267,Willis Towers Watson,51.512622052323394,-0.08142683877719897,Office
Aldgate,51.51488143102,-0.078904677469267,Omnino,51.51329283951981,-0.07829723507394994,Steakhouse
Aldgate,51.51488143102,-0.078904677469267,The Hummingbird Bakery,51.517817201585736,-0.07684080590807907,Cupcake Shop
Aldgate,51.51488143102,-0.078904677469267,Crispin,51.51823466128597,-0.07626475897921868,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,Nude Espresso,51.51689353282747,-0.07548224175122176,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,Hotel Motel One London-Tower Hill,51.51263523122936,-0.07551347682886426,Hotel
Aldgate,51.51488143102,-0.078904677469267,Curators Coffee Studio,51.51208477262919,-0.08256764741690477,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,IRIS Bar,51.51446,-0.080264,Cocktail Bar
Aldgate,51.51488143102,-0.078904677469267,The English Wine and Spirits Company,51.516877,-0.080368,Wine Bar
Aldgate,51.51488143102,-0.078904677469267,Anokha,51.51375482882119,-0.07923020156645716,Indian Restaurant
Aldgate,51.51488143102,-0.078904677469267,Trade Coffee,51.51742984794298,-0.0738139834766954,Coffee Shop
Aldgate,51.51488143102,-0.078904677469267,Jin Bo Law,51.51420306,-0.07587914,Cocktail Bar
Aldgate,51.51488143102,-0.078904677469267,Franco Manca,51.517883,-0.078171305,Pizza Place
Aldgate,51.51488143102,-0.078904677469267,The Culpeper,51.5168755835082,-0.07307136069367991,Pub
Aldgate,51.51488143102,-0.078904677469267,Gunpowder,51.518436325253475,-0.0747323376373174,Indian Restaurant
Aldgate,51.51488143102,-0.078904677469267,Canto Corvino,51.5185407185002,-0.07840717394849966,Italian Restaurant
Aldgate,51.51488143102,-0.078904677469267,PureGym,51.51447478691898,-0.07717315638621487,Gym / Fitness Center
Aldgate,51.51488143102,-0.078904677469267,The Williams Ale & Cider House,51.51851732099483,-0.07844675731529265,Pub
Aldgate,51.51488143102,-0.078904677469267,Virgin Active,51.5145324,-0.085509,Gym / Fitness Center
Aldgate,51.51488143102,-0.078904677469267,DoubleTree by Hilton,51.51099871345703,-0.07830645679816081,Hotel
Aldgate,51.51488143102,-0.078904677469267,Enoteca Supertuscan,51.51821893634598,-0.07714343995917375,Wine Bar
Aldgate,51.51488143102,-0.078904677469267,Birley Sandwiches,51.51641908806811,-0.08349624672736275,Sandwich Place
Aldgate,51.51488143102,-0.078904677469267,Haz Restaurant,51.51117749691772,-0.08139009792383607,Turkish Restaurant
Aldgate,51.51488143102,-0.078904677469267,Bubala,51.51773,-0.073943,Middle Eastern Restaurant
Aldgate,51.51488143102,-0.078904677469267,Pret A Manger,51.51471439247461,-0.08102383191185503,Sandwich Place
Aldgate,51.51488143102,-0.078904677469267,Savage Garden,51.510899106412666,-0.07823066248372,Hotel Bar
Aldgate,51.51488143102,-0.078904677469267,Earls Sandwiches,51.511830929318705,-0.08206962501950768,Sandwich Place
Aldgate,51.51488143102,-0.078904677469267,1901,51.51743758938789,-0.08188395797904834,Breakfast Spot
Aldgate,51.51488143102,-0.078904677469267,HotBox,51.51716181724916,-0.07335944423861195,BBQ Joint
Aldgate,51.51488143102,-0.078904677469267,Kobox,51.516844575815355,-0.0853345005044312,Boxing Gym
Aldgate,51.51488143102,-0.078904677469267,Som Saa,51.517368115600284,-0.07354676556538084,Thai Restaurant
Aldgate,51.51488143102,-0.078904677469267,Broadleaf,51.515811,-0.083052,Restaurant
Aldgate,51.51488143102,-0.078904677469267,Vita Mojo,51.51892507419836,-0.07767617007366469,Salad Place
Aldgate,51.51488143102,-0.078904677469267,Xi’an Biang Biang Noodles,51.51683661061507,-0.0732492150182077,Chinese Restaurant
Aldgate,51.51488143102,-0.078904677469267,Cafe Brera,51.51206569946578,-0.07948061195864085,Café
Aldgate,51.51488143102,-0.078904677469267,Nusa Kitchen,51.514778253617244,-0.08490079984328935,Asian Restaurant
Aldgate,51.51488143102,-0.078904677469267,JOE & THE JUICE,51.5171337,-0.081643,Juice Bar
Aldgate,51.51488143102,-0.078904677469267,Grapeshots,51.518157460847966,-0.07760219226128609,Bar
Aldgate,51.51488143102,-0.078904677469267,Gaucho,51.512578229825266,-0.08462893546236137,Argentinian Restaurant
Aldgate,51.51488143102,-0.078904677469267,Virgin Active,51.51180363322763,-0.07458901130417583,Gym / Fitness Center
Aldgate,51.51488143102,-0.078904677469267,Vertigo 42,51.515344033238605,-0.08409513370713459,Champagne Bar
Aldgate,51.51488143102,-0.078904677469267,Ekachai,51.51720222717432,-0.08260186453292352,Malay Restaurant
Aldgate,51.51488143102,-0.078904677469267,Eat Saigon,51.51820309473723,-0.07457031714856988,Vietnamese Restaurant
Aldgate,51.51488143102,-0.078904677469267,Secret Frog Coffee,51.51468509578085,-0.07795982993385168,Café
Aldgate,51.51488143102,-0.078904677469267,Pilpel,51.512326096112936,-0.08408463652770591,Falafel Restaurant
Aldgate,51.51488143102,-0.078904677469267,Burger & Lobster,51.51426052264303,-0.08552446737910804,Seafood Restaurant
Aldgate,51.51488143102,-0.078904677469267,Piada,51.51469593862313,-0.08482728167491005,Italian Restaurant
Aldgate,51.51488143102,-0.078904677469267,Wahaca,51.51800186473757,-0.07841420018217037,Mexican Restaurant
Aldgate,51.51488143102,-0.078904677469267,Bishopsgate Institute,51.5188740389488,-0.07911427474110194,Historic Site
Aldgate,51.51488143102,-0.078904677469267,Flavour Garden,51.511092905004745,-0.07958650588989258,Restaurant
Aldgate,51.51488143102,-0.078904677469267,Nando's,51.51197974,-0.08341531,Portuguese Restaurant
Aldgate,51.51488143102,-0.078904677469267,Olives & Figs,51.5181727588543,-0.07756756118032561,Middle Eastern Restaurant
Aldgate,51.51488143102,-0.078904677469267,Leon,51.51192630724874,-0.07971828342287393,Fast Food Restaurant
Aldgate,51.51488143102,-0.078904677469267,Bedales,51.51210048892236,-0.08376242501448604,Wine Bar
Aldgate,51.51488143102,-0.078904677469267,Haz Restaurant,51.515542025051815,-0.08223122072221635,Turkish Restaurant
Aldwych,51.512815974418,-0.11790391775668,Lyceum Theatre,51.51159771114791,-0.11978483440420226,Theater
Aldwych,51.512815974418,-0.11790391775668,Champagne + Fromage,51.51194653050263,-0.12019311089793763,Wine Shop
Aldwych,51.512815974418,-0.11790391775668,One Aldwych Hotel,51.51180707,-0.11936785,Hotel
Aldwych,51.512815974418,-0.11790391775668,Somerset House,51.51078575130956,-0.11789917945861816,Event Space
Aldwych,51.512815974418,-0.11790391775668,Lundenwic,51.51282288678408,-0.11834277753045877,Coffee Shop
Aldwych,51.512815974418,-0.11790391775668,The Delaunay,51.513181,-0.117988,Restaurant
Aldwych,51.512815974418,-0.11790391775668,"Theatre Royal, Drury Lane",51.513066778067355,-0.12030367354297458,Theater
Aldwych,51.512815974418,-0.11790391775668,On The Bab,51.512312,-0.120689,Korean Restaurant
Aldwych,51.512815974418,-0.11790391775668,San Carlo Cicchetti,51.5123863702639,-0.1204562150666614,Italian Restaurant
Aldwych,51.512815974418,-0.11790391775668,ME London,51.51181467,-0.11869521,Hotel
Aldwych,51.512815974418,-0.11790391775668,180 The Strand,51.512671386264635,-0.11500919299834307,Art Gallery
Aldwych,51.512815974418,-0.11790391775668,The Courtauld Gallery,51.5115843854343,-0.11755949510958881,Art Museum
Aldwych,51.512815974418,-0.11790391775668,Augustus Harris,51.51275465266538,-0.12070055526662146,Wine Bar
Aldwych,51.512815974418,-0.11790391775668,Novello Theatre,51.512279575946984,-0.1193221327698747,Theater
Aldwych,51.512815974418,-0.11790391775668,Gelatorino,51.512737,-0.120977014,Gelato Shop
Aldwych,51.512815974418,-0.11790391775668,Roka,51.51331205048269,-0.11619353881481752,Japanese Restaurant
Aldwych,51.512815974418,-0.11790391775668,Christopher's,51.51176833484214,-0.11961619586720151,American Restaurant
Aldwych,51.512815974418,-0.11790391775668,Balthazar,51.51258339562716,-0.12133432623564182,Brasserie
Aldwych,51.512815974418,-0.11790391775668,Radio,51.51187028817853,-0.11856904895827867,Cocktail Bar
Aldwych,51.512815974418,-0.11790391775668,Royal Opera House,51.51308279256784,-0.12196837266870422,Opera House
Aldwych,51.512815974418,-0.11790391775668,London Transport Museum,51.5120008940347,-0.12130816793336828,Museum
Aldwych,51.512815974418,-0.11790391775668,eat TOKYO,51.51263706215023,-0.12048788099323776,Japanese Restaurant
Aldwych,51.512815974418,-0.11790391775668,Duchess Theatre,51.51223883939278,-0.11945969391328594,Theater
Aldwych,51.512815974418,-0.11790391775668,Aldwych Underground Station (Disused),51.512386025685814,-0.11585230508813124,Historic Site
Aldwych,51.512815974418,-0.11790391775668,The Lebanese Bakery,51.513377389874485,-0.12043790507216334,Lebanese Restaurant
Aldwych,51.512815974418,-0.11790391775668,Santa Nata,51.512335,-0.121838,Bakery
Aldwych,51.512815974418,-0.11790391775668,Royal Ballet School,51.51291905009796,-0.12219665603755511,Dance Studio
Aldwych,51.512815974418,-0.11790391775668,SUSHISAMBA,51.512232067758305,-0.12237087210280448,Sushi Restaurant
Aldwych,51.512815974418,-0.11790391775668,Linbury Theatre,51.513085717933635,-0.12188581686875992,Theater
Aldwych,51.512815974418,-0.11790391775668,Ben's Cookies,51.51215635708501,-0.12243603555357467,Dessert Shop
Aldwych,51.512815974418,-0.11790391775668,Boulevard Brasserie,51.512480595494964,-0.12108364119511275,French Restaurant
Aldwych,51.512815974418,-0.11790391775668,CHANEL,51.51233024608232,-0.12261211586913179,Boutique
Aldwych,51.512815974418,-0.11790391775668,Jubilee Hall Gym,51.51195611025909,-0.12210762544716137,Gym / Fitness Center
Aldwych,51.512815974418,-0.11790391775668,London Transport Museum Shop,51.51180827080036,-0.12151582676071886,Gift Shop
Aldwych,51.512815974418,-0.11790391775668,Ladurée,51.512016,-0.122743,Dessert Shop
Aldwych,51.512815974418,-0.11790391775668,Covent Garden Market,51.51197662809401,-0.12279871749342419,Shopping Plaza
Aldwych,51.512815974418,-0.11790391775668,Kastner & Ovens,51.51344414651399,-0.12255614942563876,Deli / Bodega
Aldwych,51.512815974418,-0.11790391775668,Venchi,51.51188837727782,-0.12248364221294553,Gelato Shop
Aldwych,51.512815974418,-0.11790391775668,The Savoy Hotel,51.510180716849646,-0.12085251653289442,Hotel
Aldwych,51.512815974418,-0.11790391775668,Milk Train,51.51157739309529,-0.1215682531666509,Ice Cream Shop
Aldwych,51.512815974418,-0.11790391775668,The Pig and Goose,51.51328712156263,-0.11327268421425365,French Restaurant
Aldwych,51.512815974418,-0.11790391775668,American Bar,51.510117915487264,-0.11980268175086191,Cocktail Bar
Aldwych,51.512815974418,-0.11790391775668,Lincoln's Inn Fields,51.51611390655047,-0.11655807495117188,Park
Aldwych,51.512815974418,-0.11790391775668,Fortnum's Lodge,51.511107153136635,-0.11724931425337375,Restaurant
Aldwych,51.512815974418,-0.11790391775668,Savoy Theatre,51.50994444810864,-0.12086423016972793,Theater
Aldwych,51.512815974418,-0.11790391775668,Temple Brew House,51.51294,-0.113029,Pub
Aldwych,51.512815974418,-0.11790391775668,The Black Penny,51.51519097792153,-0.12154506230333152,Coffee Shop
Aldwych,51.512815974418,-0.11790391775668,Apple Covent Garden,51.512214,-0.123568,Electronics Store
Aldwych,51.512815974418,-0.11790391775668,Twinings,51.51342058021976,-0.11295487718369175,Tea Room
Aldwych,51.512815974418,-0.11790391775668,The Ivy Market Grill,51.51149055824132,-0.12267208407193976,Restaurant
Aldwych,51.512815974418,-0.11790391775668,Thames Foyer,51.51037356091072,-0.1204325029671037,Tea Room
Aldwych,51.512815974418,-0.11790391775668,Chez Antoinette,51.511757726746886,-0.12273395179759539,Coffee Shop
Aldwych,51.512815974418,-0.11790391775668,Pret A Manger,51.51136579691424,-0.11870223138349623,Sandwich Place
Aldwych,51.512815974418,-0.11790391775668,Beaufort Bar,51.50991101965741,-0.12014150619506836,Hotel Bar
Aldwych,51.512815974418,-0.11790391775668,DECIEM,51.51231694142763,-0.12296032572208908,Cosmetics Shop
Aldwych,51.512815974418,-0.11790391775668,Red Farm,51.51248085512774,-0.12166067589114667,Dim Sum Restaurant
Aldwych,51.512815974418,-0.11790391775668,Burberry,51.5120381,-0.1233047,Boutique
Aldwych,51.512815974418,-0.11790391775668,Paul Smith,51.5127460997744,-0.12392436938608406,Clothing Store
Aldwych,51.512815974418,-0.11790391775668,Two Temple Place,51.511523025573624,-0.11223628412424885,History Museum
Aldwych,51.512815974418,-0.11790391775668,Franco Manca,51.510908608488776,-0.12277987896741278,Pizza Place
Aldwych,51.512815974418,-0.11790391775668,Masala Zone,51.51325264866744,-0.1229220815626003,Indian Restaurant
Aldwych,51.512815974418,-0.11790391775668,Sticks'n'Sushi,51.511038,-0.123655,Sushi Restaurant
Aldwych,51.512815974418,-0.11790391775668,The Wellington,51.51148952548414,-0.11926896678091731,Pub
Aldwych,51.512815974418,-0.11790391775668,Rules,51.51079346216121,-0.12313234655823375,English Restaurant
Aldwych,51.512815974418,-0.11790391775668,Sir John Soane's Museum,51.51683252722464,-0.1175400405817299,History Museum
Aldwych,51.512815974418,-0.11790391775668,Honest Burgers,51.51621441504332,-0.12023336218817349,Burger Joint
Aldwych,51.512815974418,-0.11790391775668,Aesop,51.51167254074796,-0.1241713646515219,Cosmetics Shop
Aldwych,51.512815974418,-0.11790391775668,Shake Shack Covent Garden,51.51181643188896,-0.12259807566829153,Burger Joint
Aldwych,51.512815974418,-0.11790391775668,Flat Iron,51.51084146746025,-0.12409270211070839,Steakhouse
Aldwych,51.512815974418,-0.11790391775668,Le Pain Quotidien,51.5118562,-0.1223354,Bakery
Aldwych,51.512815974418,-0.11790391775668,Gillian Lynne Theatre,51.51523139490912,-0.12249218231776687,Theater
Aldwych,51.512815974418,-0.11790391775668,Condesa,51.510720125837025,-0.12322474758450218,Spanish Restaurant
Aldwych,51.512815974418,-0.11790391775668,The Fleet Street Press,51.51371026031107,-0.11167758763191621,Coffee Shop
Aldwych,51.512815974418,-0.11790391775668,Top Secret Comedy,51.5153842464309,-0.12320203003363296,Comedy Club
Aldwych,51.512815974418,-0.11790391775668,Museum of Freemasonry,51.51549113874283,-0.12104387465385143,Museum
Aldwych,51.512815974418,-0.11790391775668,Adelphi Theatre,51.510383315931705,-0.12306828257522057,Theater
Aldwych,51.512815974418,-0.11790391775668,% Arabica,51.511728,-0.124049,Coffee Shop
Aldwych,51.512815974418,-0.11790391775668,Seven Stars,51.5149733305941,-0.11345140323730123,Pub
Aldwych,51.512815974418,-0.11790391775668,Oystermen Seafood Bar & Kitchen,51.51125910057073,-0.12355056346435218,Seafood Restaurant
Aldwych,51.512815974418,-0.11790391775668,The Edgar Wallace,51.51258527863651,-0.11281911311490778,Pub
Aldwych,51.512815974418,-0.11790391775668,Covent Garden Grind,51.511005,-0.122526,Coffee Shop
Aldwych,51.512815974418,-0.11790391775668,Honest Burgers,51.510870502238824,-0.12212223189453653,Burger Joint
Aldwych,51.512815974418,-0.11790391775668,Busaba Eathai,51.51295280098631,-0.12347758906288504,Thai Restaurant
Aldwych,51.512815974418,-0.11790391775668,Kaspar's Seafood Bar and Grill,51.50963724523147,-0.12005567550659178,Seafood Restaurant
Aldwych,51.512815974418,-0.11790391775668,Lowlander Grand Cafe,51.51490679847883,-0.1223824150685712,Beer Bar
Aldwych,51.512815974418,-0.11790391775668,Waterstones,51.514393035125565,-0.11686656555732454,Bookstore
Aldwych,51.512815974418,-0.11790391775668,Vaudeville Theatre,51.51012943314585,-0.12226861116006404,Theater
Aldwych,51.512815974418,-0.11790391775668,Clos Maggiore,51.511588629918286,-0.12462080179090956,French Restaurant
Aldwych,51.512815974418,-0.11790391775668,Good Vibes,51.5150641324494,-0.1237409234782337,Gym
Aldwych,51.512815974418,-0.11790391775668,The Tea House,51.51362061083395,-0.12464211361385549,Tea Room
Aldwych,51.512815974418,-0.11790391775668,Smith & Wollensky,51.50955719454377,-0.12224099129849153,Steakhouse
Aldwych,51.512815974418,-0.11790391775668,Dr. Martens,51.513746690739524,-0.12486914389241684,Shoe Store
Aldwych,51.512815974418,-0.11790391775668,Temple Gardens,51.51115382347486,-0.11147184744160607,Park
Aldwych,51.512815974418,-0.11790391775668,PANCS,51.511782,-0.122484,Café
Aldwych,51.512815974418,-0.11790391775668,Frenchie,51.51090792982199,-0.12403516982483498,French Restaurant
Aldwych,51.512815974418,-0.11790391775668,Morelli's Gelato,51.51216275562847,-0.12235915546708187,Gelato Shop
Aldwych,51.512815974418,-0.11790391775668,Freemasons' Hall,51.51496116000009,-0.1216109989249344,Building
Aldwych,51.512815974418,-0.11790391775668,Birley Sandwiches,51.512963373475344,-0.1132563740914341,Sandwich Place
Aldwych,51.512815974418,-0.11790391775668,Zara,51.51340645273436,-0.12347729537733292,Clothing Store
Aldwych,51.512815974418,-0.11790391775668,Porterhouse,51.510410348147786,-0.12365279822477318,Irish Pub
Alperton,51.537972630034,-0.29278706020275,easyfoodstore.com,51.53561844963087,-0.28772592544555664,Supermarket
Alperton,51.537972630034,-0.29278706020275,Atlantis Rugs Ltd,51.53443219529513,-0.2894452214241028,Carpet Store
Alperton,51.537972630034,-0.29278706020275,Dude's Snack Van,51.53439543995678,-0.2966731545768745,Food Truck
Alperton,51.537972630034,-0.29278706020275,The Clay Oven,51.54051042570459,-0.2986495662713129,Indian Restaurant
Anerley,51.408581417837,-0.067546374056709,Co-op Food,51.41260170834272,-0.06742522825304853,Grocery Store
Anerley,51.408581417837,-0.067546374056709,Wickes,51.412002,-0.064973,Hardware Store
Anerley,51.408581417837,-0.067546374056709,Betts Park,51.40875499791467,-0.06727795404825362,Park
Anerley,51.408581417837,-0.067546374056709,Anerley Railway Station (ANZ),51.41209854594252,-0.06583302238761815,Train Station
Anerley,51.408581417837,-0.067546374056709,Tesco Express,51.405853182197404,-0.0650405677283463,Grocery Store
Angel,51.381621885559,-0.068682165650808,The Tram Stop,51.380187656637844,-0.07337788601143598,Café
Angel,51.381621885559,-0.068682165650808,Co-op Food,51.38198346951337,-0.06989233832126684,Grocery Store
Angel,51.381621885559,-0.068682165650808,Greggs,51.380587,-0.072401,Bakery
Angel,51.381621885559,-0.068682165650808,Ashburton Park,51.38542811293035,-0.06540298461914062,Park
Angel,51.381621885559,-0.068682165650808,Sainsbury's Local,51.3807664,-0.0718218,Grocery Store
Angel,51.381621885559,-0.068682165650808,KFC,51.380105,-0.07357,Fast Food Restaurant
